id,title,genre,poster,imdbrating,year
2173,F-X2,Action,F-X2.jpg,5.9,1991
2174,Grand Canyon,Crime Drama,GrandCanyon.jpg,6.9,1991
2175,Harley Davidson and the Marlboro Man,Action Crime,HarleyDavidsonandtheMarlboroMan.jpg,6.2,1991
2176,Hearts of Darkness A Filmmakers Apocalypse,Documentary,HeartsofDarknessAFilmmakersApocalypse.jpg,8.1,1991
2177,Highlander II The Quickening,Action Sci-Fi,HighlanderIITheQuickening.jpg,4.3,1991
2178,Hook,Adventure Comedy Fantasy,Hook.jpg,6.8,1991
2179,Hot Shots!,Action Comedy War,HotShots!.jpg,6.8,1991
2180,JFK,Drama Mystery Thriller,JFK.jpg,8,1991
2181,Jungle Fever,Drama Romance,JungleFever.jpg,6.5,1991
2182,L.A. Story,Comedy,L.A.Story.jpg,6.7,1991
2183,Little Man Tate,Drama,LittleManTate.jpg,6.6,1991
2184,Madonna Truth or Dare,Documentary Musical,MadonnaTruthorDare.jpg,6.4,1991
2185,Mediterraneo,Comedy,Mediterraneo.jpg,7.5,1991
2186,My Girl,Comedy,MyGirl.jpg,6.9,1991
2187,My Own Private Idaho,Drama Romance,MyOwnPrivateIdaho.jpg,7.1,1991
2188,Naked Lunch,Drama Fantasy Mystery Sci-Fi,NakedLunch.jpg,7.1,1991
2189,Night on Earth,Comedy,NightonEarth.jpg,7.8,1991
2190,Once Upon a Time in China,Action Adventure,OnceUponaTimeinChina.jpg,7.3,1991
2191,Point Break,Action,PointBreak.jpg,7.3,1991
2192,Problem Child 2,Comedy,ProblemChild2.jpg,4.9,1991
2193,Raise the Red Lantern,Drama,RaisetheRedLantern.jpg,8.1,1991
2194,Regarding Henry,Drama,RegardingHenry.jpg,6.7,1991
2195,Robin Hood Prince of Thieves,Adventure Drama,RobinHoodPrinceofThieves.jpg,6.9,1991
2196,Star Trek VI The Undiscovered Country,Sci-Fi,StarTrekVITheUndiscoveredCountry.jpg,6.9,1991
2197,Teenage Mutant Ninja Turtles II The Secret of the Ooze,Action Family Sci-Fi,TeenageMutantNinjaTurtlesIITheSecretoftheOoze.jpg,5.5,1991
2198,Terminator 2 Judgment Day,Action Sci-Fi,Terminator2JudgmentDay.jpg,8.4,1991
2199,The Addams Family,Comedy Fantasy,TheAddamsFamily.jpg,6.4,1991
2200,The Doors,Biography Drama Music Musical,TheDoors.jpg,6.9,1991
2201,The Fisher King,Comedy Fantasy,TheFisherKing.jpg,7.3,1991
2202,The Prince of Tides,Drama Romance,ThePrinceofTides.jpg,6.2,1991
2203,The Silence of the Lambs,Crime,TheSilenceoftheLambs.jpg,8.4,1991
2204,Air America,Action Comedy,AirAmerica.jpg,5.8,1990
2205,Another 48 Hrs.,Comedy Crime,Another48Hrs..jpg,5.9,1990
2206,Arachnophobia,Comedy Horror,Arachnophobia.jpg,6.4,1990
2207,Back to the Future Part III,Adventure Comedy Sci-Fi Western,BacktotheFuturePartIII.jpg,7.4,1990
2208,Bird on a Wire,Action Comedy,BirdonaWire.jpg,6,1990
2209,Cry-Baby,Comedy Musical Romance,Cry-Baby.jpg,6.5,1990
2210,Cyrano de Bergerac,Comedy,CyranodeBergerac.jpg,7.5,1990
2211,Dances with Wolves,Adventure Drama Western,DanceswithWolves.jpg,8,1990
2212,Days of Thunder,Action Drama Romance,DaysofThunder.jpg,6,1990
2213,Dick Tracy,Action Crime,DickTracy.jpg,6.1,1990
2214,Die Hard 2,Action Thriller,DieHard2.jpg,7.2,1990
2215,Edward Scissorhands,Drama Fantasy Romance,EdwardScissorhands.jpg,7.9,1990
2216,Femme NikitaLa,Action Crime Romance Thriller,FemmeNikitaLa.jpg,7.3,1990
2217,Ghost,Comedy Fantasy Romance Thriller,Ghost.jpg,7,1990
2218,Goodfellas,Crime Drama,Goodfellas.jpg,8.7,1990
2219,Green Card,Comedy,GreenCard.jpg,6.2,1990
2220,Gremlins 2 The New Batch,Comedy Horror,Gremlins2TheNewBatch.jpg,6.4,1990
2221,Home Alone,Children Comedy,HomeAlone.jpg,7.6,1990
2222,Jacob's Ladder,Horror Mystery,Jacob'sLadder.jpg,7.5,1990
2223,Joe Versus the Volcano,Comedy,JoeVersustheVolcano.jpg,5.8,1990
2224,Kindergarten Cop,Comedy Crime,KindergartenCop.jpg,6.1,1990
2225,King of New York,Crime Thriller,KingofNewYork.jpg,7,1990
2226,Look Who's Talking Too,Comedy,LookWho'sTalkingToo.jpg,4.7,1990
2227,Lord of the Flies,Adventure Drama Thriller,LordoftheFlies.jpg,6.4,1990
2228,Memphis Belle,War,MemphisBelle.jpg,6.9,1990
2229,Mermaids,Comedy,Mermaids.jpg,6.7,1990
2230,Metropolitan,Comedy,Metropolitan.jpg,7.4,1990
2231,Miller's Crossing,Crime Drama Film-Noir Thriller,Miller'sCrossing.jpg,7.7,1990
2232,Misery,Drama Horror Thriller,Misery.jpg,7.8,1990
2233,Mo' Better Blues,Drama Musical,Mo'BetterBlues.jpg,6.6,1990
2234,My Blue Heaven,Comedy,MyBlueHeaven.jpg,6.3,1990
2235,Pacific Heights,Mystery Thriller,PacificHeights.jpg,6.4,1990
2236,Paris Is Burning,Documentary,ParisIsBurning.jpg,8.2,1990
2237,Predator 2,Action Sci-Fi,Predator2.jpg,6.3,1990
2238,Presumed Innocent,Crime,PresumedInnocent.jpg,6.9,1990
2239,Pretty Woman,Comedy,PrettyWoman.jpg,7,1990
2240,Problem Child,Children Comedy,ProblemChild.jpg,5.5,1990
2241,Pump Up the Volume,Comedy,PumpUptheVolume.jpg,7.2,1990
2242,Quick Change,Comedy Crime,QuickChange.jpg,6.8,1990
2243,Reversal of Fortune,Drama,ReversalofFortune.jpg,7.2,1990
2244,RoboCop 2,Action Crime Sci-Fi Thriller,RoboCop2.jpg,5.8,1990
2245,Rocky V,Action Drama,RockyV.jpg,5.3,1990
2246,The Godfather Part III,Crime,TheGodfatherPartIII.jpg,7.3,1990
2247,The Hunt for Red October,Action,TheHuntforRedOctober.jpg,7.3,1990
2248,Total Recall,Action Sci-Fi,TotalRecall.jpg,7.3,1990
2249,Tremors,Comedy Horror,Tremors.jpg,6.9,1990
2250,A Nightmare on Elm Street 5 The Dream Child,Horror,NightmareonElmStreet5TheDreamChildA.jpg,5.2,1989
2251,All Dogs Go to Heaven,Animation Children Comedy Fantasy,AllDogsGotoHeaven.jpg,6.8,1989
2252,Always,Drama Fantasy Romance,Always.jpg,6.4,1989
2253,Back to the Future Part II,Adventure Comedy Sci-Fi,BacktotheFuturePartII.jpg,7.8,1989
2254,Bill & Ted's Excellent Adventure,Adventure Comedy Sci-Fi,Bill&Ted'sExcellentAdventure.jpg,6.9,1989
2255,Born on the Fourth of July,War,BornontheFourthofJuly.jpg,7.2,1989
2256,Christmas Vacation,Comedy,ChristmasVacation.jpg,7.6,1989
2257,Crimes and Misdemeanors,Comedy Crime,CrimesandMisdemeanors.jpg,7.9,1989
2258,Dead Calm,Thriller,DeadCalm.jpg,6.8,1989
2259,Dead Poets Society,Drama,DeadPoetsSociety.jpg,8.1,1989
2260,Do the Right Thing,Drama,DotheRightThing.jpg,7.9,1989
2261,Driving Miss Daisy,Drama,DrivingMissDaisy.jpg,7.4,1989
2262,Drugstore Cowboy,Crime Drama,DrugstoreCowboy.jpg,7.3,1989
2263,Erik the Viking,Adventure Comedy Fantasy,EriktheViking.jpg,6.3,1989
2264,Field of Dreams,Children Drama Fantasy,FieldofDreams.jpg,7.5,1989
2265,Fletch Lives,Comedy,FletchLives.jpg,6.1,1989
2266,Ghostbusters II,Comedy Fantasy Sci-Fi,GhostbustersII.jpg,6.6,1989
2267,Glory,War,Glory.jpg,7.8,1989
2268,Heathers,Comedy,Heathers.jpg,7.2,1989
2269,Henry V,Action Drama Romance War,HenryV.jpg,7.5,1989
2270,HoneyI Shrunk the Kids,Adventure Children Comedy Fantasy Sci-Fi,HoneyIShrunktheKids.jpg,6.3,1989
2271,Indiana Jones and the Last Crusade,Action Adventure,IndianaJonesandtheLastCrusade.jpg,8.2,1989
2272,Karate Kid Part III,Action Adventure Children Drama,KarateKidPartIII.jpg,5.2,1989
2273,Kiki's Delivery Service,Animation Children Drama Fantasy,Kiki'sDeliveryService.jpg,7.8,1989
2274,Lean on Me,Drama,LeanonMe.jpg,7.4,1989
2275,Lethal Weapon 2,Comedy Crime,LethalWeapon2.jpg,7.2,1989
2276,Licence to Kill,Action Thriller,LicencetoKill.jpg,6.6,1989
2277,Look Who's Talking,Comedy,LookWho'sTalking.jpg,5.9,1989
2278,Major League,Comedy,MajorLeague.jpg,7.2,1989
2279,My Left Foot,Drama,MyLeftFoot.jpg,7.9,1989
2280,Mystery Train,Comedy,MysteryTrain.jpg,7.6,1989
2281,Road House,Action Drama,RoadHouse.jpg,6.6,1989
2282,Roger & Me,Documentary,Roger&Me.jpg,7.4,1989
2283,Star Trek V The Final Frontier,Sci-Fi,StarTrekVTheFinalFrontier.jpg,4.8,1989
2284,The Abyss,Sci-Fi,TheAbyss.jpg,7.3,1989
2285,Troop Beverly Hills,Adventure Comedy,TroopBeverlyHills.jpg,5.1,1989
2286,We're No Angels,Comedy Crime,We'reNoAngels.jpg,5.5,1989
2287,A Fish Called Wanda,Comedy Crime,FishCalledWandaA.jpg,7.5,1988
2288,A Nightmare on Elm Street 4 The Dream Master,Horror Thriller,NightmareonElmStreet4TheDreamMasterA.jpg,5.7,1988
2289,Akira,Animation Sci-Fi,Akira.jpg,8,1988
2290,Alien Nation,Crime Drama Sci-Fi Thriller,AlienNation.jpg,6.3,1988
2291,Beaches,Comedy Musical,Beaches.jpg,7,1988
2292,Beetlejuice,Comedy Fantasy,Beetlejuice.jpg,7.5,1988
2293,Big,Comedy Fantasy Romance,Big.jpg,7.3,1988
2294,Big Top Pee-Wee,Adventure Children Comedy,BigTopPee-Wee.jpg,5.1,1988
2295,Bloodsport,Action,Bloodsport.jpg,6.8,1988
2296,Bull Durham,Comedy,BullDurham.jpg,7.1,1988
2297,Cinema Paradiso,Drama,CinemaParadiso.jpg,8.5,1988
2298,Cocktail,Drama Romance,Cocktail.jpg,5.9,1988
2299,Cocoon The Return,Comedy Sci-Fi,CocoonTheReturn.jpg,5.4,1988
2300,Coming to America,Comedy,ComingtoAmerica.jpg,7,1988
2301,Crocodile Dundee II,Action Comedy,CrocodileDundeeII.jpg,5.6,1988
2302,Dangerous Liaisons,Drama Romance,DangerousLiaisons.jpg,7.6,1988
2303,Dead Ringers,Drama Horror Thriller,DeadRingers.jpg,7.3,1988
2304,Die Hard,Action,DieHard.jpg,8.2,1988
2305,Earth Girls Are Easy,Comedy Musical Sci-Fi,EarthGirlsAreEasy.jpg,5.4,1988
2306,Eight Men Out,Drama,EightMenOut.jpg,7.2,1988
2307,Funny Farm,Comedy,FunnyFarm.jpg,6.2,1988
2308,Gorillas in the Mist,Drama,GorillasintheMist.jpg,7,1988
2309,Grave of the Fireflies,Animation War,GraveoftheFireflies.jpg,8.5,1988
2310,Hellbound Hellraiser II,Horror,HellboundHellraiserII.jpg,6.5,1988
2311,Married to the Mob,Comedy,MarriedtotheMob.jpg,6.2,1988
2312,Midnight Run,Comedy Crime,MidnightRun.jpg,7.5,1988
2313,Mississippi Burning,Crime,MississippiBurning.jpg,7.8,1988
2314,My Neighbor Totoro,Animation Children Drama Fantasy,MyNeighborTotoro.jpg,8.2,1988
2315,My Stepmother Is an Alien,Comedy Sci-Fi,MyStepmotherIsanAlien.jpg,5.3,1988
2316,Mystic Pizza,Comedy,MysticPizza.jpg,6.3,1988
2317,Oliver & Company,Animation Children Comedy Musical,Oliver&Company.jpg,6.7,1988
2318,Police Academy 5 Assignment Miami Beach,Comedy Crime,PoliceAcademy5AssignmentMiamiBeach.jpg,4.7,1988
2319,Pumpkinhead,Horror,Pumpkinhead.jpg,6.2,1988
2320,Rain Man,Drama,RainMan.jpg,8,1988
2321,Rambo III,Action Thriller War,RamboIII.jpg,5.8,1988
2322,Scrooged,Comedy Fantasy,Scrooged.jpg,6.6,1988
2323,The Land Before Time,Animation,TheLandBeforeTime.jpg,7.1,1988
2324,The Last Temptation of Christ,Drama,TheLastTemptationofChrist.jpg,7.3,1988
2325,They Live,Horror,TheyLive.jpg,7.1,1988
2326,Twins,Comedy Crime,Twins.jpg,5.5,1988
2327,Young Guns,Action Thriller Western,YoungGuns.jpg,6.4,1988
2328,A Nightmare on Elm Street 3 Dream Warriors,Horror Thriller,NightmareonElmStreet3DreamWarriorsA.jpg,6.6,1987
2329,Adventures in Babysitting,Adventure Comedy,AdventuresinBabysitting.jpg,6.9,1987
2330,Au revoir les enfants,Drama,Aurevoirlesenfants.jpg,8,1987
2331,Babette's Feast,Drama,Babette'sFeast.jpg,7.8,1987
2332,Bad Taste,Comedy Horror,BadTaste.jpg,6.6,1987
2333,BambaLa,Drama,BambaLa.jpg,6.9,1987
2334,Beverly Hills Cop II,Comedy Crime,BeverlyHillsCopII.jpg,6.5,1987
2335,Broadcast News,Comedy,BroadcastNews.jpg,7.2,1987
2336,Dirty Dancing,Drama Musical Romance,DirtyDancing.jpg,7,1987
2337,Eddie Murphy Raw,Comedy Documentary,EddieMurphyRaw.jpg,7.7,1987
2338,Empire of the Sun,War,EmpireoftheSun.jpg,7.7,1987
2339,Ernest Goes to Camp,Comedy,ErnestGoestoCamp.jpg,5.5,1987
2340,Evil Dead II,Action Comedy Fantasy Horror,EvilDeadII.jpg,7.8,1987
2341,Fatal Attraction,Drama Thriller,FatalAttraction.jpg,6.9,1987
2342,Full Metal Jacket,War,FullMetalJacket.jpg,8.3,1987
2343,Harry and the Hendersons,Children Comedy,HarryandtheHendersons.jpg,6,1987
2344,Hellraiser,Horror,Hellraiser.jpg,7,1987
2345,House of Games,Crime Film-Noir Mystery Thriller,HouseofGames.jpg,7.3,1987
2346,Innerspace,Action Comedy Sci-Fi,Innerspace.jpg,6.8,1987
2347,Mannequin,Comedy,Mannequin.jpg,5.9,1987
2348,Masters of the Universe,Action Adventure Fantasy Sci-Fi,MastersoftheUniverse.jpg,5.4,1987
2349,Matewan,Drama,Matewan.jpg,7.9,1987
2350,Moonstruck,Comedy,Moonstruck.jpg,7.1,1987
2351,Near Dark,Horror Western,NearDark.jpg,7,1987
2352,No Way Out,Drama Mystery Thriller,NoWayOut.jpg,7.1,1987
2353,PlanesTrains & Automobiles,Comedy,PlanesTrains&Automobiles.jpg,7.6,1987
2354,Police Academy 4 Citizens on Patrol,Comedy Crime,PoliceAcademy4CitizensonPatrol.jpg,5,1987
2355,Predator,Action Sci-Fi,Predator.jpg,7.8,1987
2356,Radio Days,Comedy,RadioDays.jpg,7.5,1987
2357,Raising Arizona,Comedy,RaisingArizona.jpg,7.3,1987
2358,Revenge of the Nerds II Nerds in Paradise,Comedy,RevengeoftheNerdsIINerdsinParadise.jpg,5.1,1987
2359,RoboCop,Action Crime Sci-Fi Thriller,RoboCop.jpg,7.5,1987
2360,Spaceballs,Adventure Comedy Sci-Fi,Spaceballs.jpg,6.9,1987
2361,Superman IV The Quest for Peace,Action Adventure Family Sci-Fi,SupermanIVTheQuestforPeace.jpg,2.8,1987
2362,Teen Wolf,Comedy Fantasy,TeenWolf.jpg,2.4,1987
2363,The Brave Little Toaster,Animation Fantasy Musical,TheBraveLittleToaster.jpg,7.1,1987
2364,The Last Emperor,War,TheLastEmperor.jpg,7.5,1987
2365,The Living Daylights,Action,TheLivingDaylights.jpg,6.4,1987
2366,The Princess Bride,Adventure Family Fantasy Romance,ThePrincessBride.jpg,8,1987
2367,The Running Man,Crime Thriller,TheRunningMan.jpg,6.2,1987
2368,The Untouchables,Crime,TheUntouchables.jpg,7.8,1987
2369,Wall Street,Crime,WallStreet.jpg,7.1,1987
2370,About Last Night...,Comedy,AboutLastNight.jpg,6.2,1986
2371,Aliens,Action Adventure Horror,Aliens.jpg,8.3,1986
2372,Allan Quatermain and the Lost City of Gold,Action Comedy,AllanQuatermainandtheLostCityofGold.jpg,4.6,1986
2373,An American Tail,Animation Children Comedy,AmericanTailAn.jpg,6.9,1986
2374,Armed and Dangerous,Comedy Crime,ArmedandDangerous.jpg,5.7,1986
2375,Armour of God,Action Comedy,ArmourofGod.jpg,7.1,1986
2376,Back to School,Comedy,BacktoSchool.jpg,6.6,1986
2377,Big Trouble in Little China,Action Comedy Fantasy,BigTroubleinLittleChina.jpg,7.3,1986
2378,Blue Velvet,Drama Mystery Thriller,BlueVelvet.jpg,7.8,1986
2379,Brighton Beach Memoirs,Comedy,BrightonBeachMemoirs.jpg,6.8,1986
2380,Children of a Lesser God,Drama,ChildrenofaLesserGod.jpg,7.2,1986
2381,Crocodile Dundee,Adventure Comedy,CrocodileDundee.jpg,6.6,1986
2382,Down and Out in Beverly Hills,Comedy,DownandOutinBeverlyHills.jpg,6.2,1986
2383,Down by Law,Comedy Film-Noir,DownbyLaw.jpg,7.8,1986
2384,Ferris Bueller's Day Off,Comedy,FerrisBueller'sDayOff.jpg,7.8,1986
2385,Flight of the Navigator,Adventure Children Sci-Fi,FlightoftheNavigator.jpg,6.9,1986
2386,Gung Ho,Comedy,GungHo.jpg,6.3,1986
2387,Hannah and Her Sisters,Comedy,HannahandHerSisters.jpg,7.9,1986
2388,Heartbreak Ridge,War,HeartbreakRidge.jpg,6.9,1986
2389,Henry Portrait of a Serial Killer,Horror Thriller,HenryPortraitofaSerialKiller.jpg,7,1986
2390,Highlander,Action Adventure Fantasy,Highlander.jpg,7.1,1986
2391,Hoosiers,Drama Romance,Hoosiers.jpg,7.5,1986
2392,Howard the Duck,Adventure Comedy Sci-Fi,HowardtheDuck.jpg,4.7,1986
2393,Iron Eagle,War,IronEagle.jpg,5.5,1986
2394,Jean de Florette,Drama Mystery,JeandeFlorette.jpg,8,1986
2395,Jumpin' Jack Flash,Action Comedy Thriller,Jumpin'JackFlash.jpg,5.9,1986
2396,Karate Kid Part II,Action Adventure,KarateKidPartII.jpg,6,1986
2397,Labyrinth,Adventure Fantasy Musical,Labyrinth.jpg,7.4,1986
2398,Laputa Castle in the Sky,Animation Children Fantasy Sci-Fi,LaputaCastleintheSky.jpg,8,1986
2399,Little Shop of Horrors,Comedy Horror Musical,LittleShopofHorrors.jpg,7,1986
2400,Manhunter,Action Horror Thriller,Manhunter.jpg,7.2,1986
2401,Manon of the Spring,Drama,ManonoftheSpring.jpg,8,1986
2402,Nothing in Common,Comedy,NothinginCommon.jpg,5.9,1986
2403,One Crazy Summer,Comedy,OneCrazySummer.jpg,6.5,1986
2404,Peggy Sue Got Married,Comedy,PeggySueGotMarried.jpg,6.3,1986
2405,Platoon,War,Platoon.jpg,8.1,1986
2406,Police Academy 3 Back in Training,Comedy Crime,PoliceAcademy3BackinTraining.jpg,5.4,1986
2407,Poltergeist II The Other Side,Horror Thriller,PoltergeistIITheOtherSide.jpg,5.7,1986
2408,Pretty in Pink,Comedy,PrettyinPink.jpg,6.8,1986
2409,She's Gotta Have It,Comedy,She'sGottaHaveIt.jpg,6.2,1986
2410,Stand by Me,Adventure Drama,StandbyMe.jpg,8,1986
2411,Star Trek IV The Voyage Home,Adventure Comedy Sci-Fi,StarTrekIVTheVoyageHome.jpg,7.1,1986
2412,The Color of Money,Drama Sport,TheColorofMoney.jpg,6.6,1986
2413,The Golden Child,Action Fantasy Mystery,TheGoldenChild.jpg,5.5,1986
2414,Top Gun,Action Drama Romance,TopGun.jpg,6.6,1986
2415,A Nightmare on Elm Street 2 Freddy's Revenge,Horror,NightmareonElmStreet2Freddy'sRevengeA.jpg,5.5,1985
2416,Agnes of God,Drama Mystery,AgnesofGod.jpg,6.6,1985
2417,Back to the Future,Adventure Comedy Sci-Fi,BacktotheFuture.jpg,8.5,1985
2418,Brazil,Fantasy Sci-Fi,Brazil.jpg,7.9,1985
2419,Brewster's Millions,Comedy,Brewster'sMillions.jpg,6.5,1985
2420,Cat's Eye,Horror,Cat'sEye.jpg,6.3,1985
2421,Clue,Comedy Crime Mystery Thriller,Clue.jpg,7.3,1985
2422,Cocoon,Comedy Sci-Fi,Cocoon.jpg,6.7,1985
2423,Commando,Action Adventure,Commando.jpg,6.7,1985
2424,Day of the Dead,Horror,DayoftheDead.jpg,7.2,1985
2425,Desperately Seeking Susan,Comedy,DesperatelySeekingSusan.jpg,6,1985
2426,European Vacation,Adventure Comedy,EuropeanVacation.jpg,6.2,1985
2427,Fandango,Comedy,Fandango.jpg,6.8,1985
2428,Fletch,Comedy Crime Mystery,Fletch.jpg,6.9,1985
2429,Fright Night,Comedy Horror Thriller,FrightNight.jpg,7.1,1985
2430,Jagged Edge,Crime Romance Thriller,JaggedEdge.jpg,6.5,1985
2431,Legend,Adventure Fantasy Romance,Legend.jpg,6.5,1985
2432,Lifeforce,Horror,Lifeforce.jpg,6.1,1985
2433,Mad Max Beyond Thunderdome,Sci-Fi,MadMaxBeyondThunderdome.jpg,6.3,1985
2434,Murphy's Romance,Comedy,Murphy'sRomance.jpg,7,1985
2435,My Life as a Dog,Comedy,MyLifeasaDog.jpg,7.6,1985
2436,Out of Africa,Drama Romance,OutofAfrica.jpg,7.2,1985
2437,Pale Rider,Western,PaleRider.jpg,7.3,1985
2438,Pee-wee's Big Adventure,Adventure Comedy,Pee-wee'sBigAdventure.jpg,7,1985
2439,Police Academy 2 Their First Assignment,Comedy Crime,PoliceAcademy2TheirFirstAssignment.jpg,5.8,1985
2440,Porky's Revenge,Comedy,Porky'sRevenge.jpg,4.8,1985
2441,Prizzi's Honor,Comedy,Prizzi'sHonor.jpg,6.7,1985
2442,Rambo First Blood Part II,Action Thriller,RamboFirstBloodPartII.jpg,6.5,1985
2443,Ran,War,Ran.jpg,8.2,1985
2444,Real Genius,Comedy,RealGenius.jpg,7,1985
2445,Re-Animator,Comedy Horror,Re-Animator.jpg,7.2,1985
2446,Red Sonja,Action Adventure Fantasy,RedSonja.jpg,5.1,1985
2447,Return to Oz,Adventure Children Fantasy,ReturntoOz.jpg,6.7,1985
2448,Rocky IV,Action Drama,RockyIV.jpg,6.9,1985
2449,Silverado,Action Western,Silverado.jpg,6.9,1985
2450,The Color Purple,Drama,TheColorPurple.jpg,7.5,1985
2451,Witness,Crime Romance Thriller,Witness.jpg,7.1,1985
2452,Young Sherlock Holmes,Adventure Fantasy Mystery Thriller,YoungSherlockHolmes.jpg,6.4,1985
2453,1984,Drama Sci-Fi,1984.jpg,7.1,1984
2454,2010 The Year We Make Contact,Sci-Fi,2010TheYearWeMakeContact.jpg,6.8,1984
2455,A Nightmare on Elm Street,Horror Thriller,NightmareonElmStreetA.jpg,7.5,1984
2456,Amadeus,Drama,Amadeus.jpg,8.3,1984
2457,Bachelor Party,Comedy,BachelorParty.jpg,6.3,1984
2458,Beverly Hills Cop,Comedy Crime,BeverlyHillsCop.jpg,7.3,1984
2459,Birdy,War,Birdy.jpg,7.3,1984
2460,Blame It on Rio,Comedy,BlameItonRio.jpg,5.8,1984
2461,Blood Simple,Crime Drama Film-Noir,BloodSimple.jpg,7.6,1984
2462,Broadway Danny Rose,Comedy,BroadwayDannyRose.jpg,7.4,1984
2463,Brother,Action,Brother.jpg,6.7,1984
2464,Children of the Corn,Horror Thriller,ChildrenoftheCorn.jpg,5.7,1984
2465,Conan the Destroyer,Action Adventure Fantasy,ConantheDestroyer.jpg,5.9,1984
2466,Dreamscape,Horror,Dreamscape.jpg,6.3,1984
2467,Firestarter,Horror Thriller,Firestarter.jpg,6.1,1984
2468,Footloose,Drama,Footloose.jpg,6.6,1984
2469,Friday the 13th The Final Chapter,Horror,Fridaythe13thTheFinalChapter.jpg,6,1984
2470,Ghostbusters,Action Comedy Sci-Fi,Ghostbusters.jpg,7.8,1984
2471,Gremlins,Comedy Horror,Gremlins.jpg,7.3,1984
2472,Indiana Jones and the Temple of Doom,Action Adventure Fantasy,IndianaJonesandtheTempleofDoom.jpg,7.6,1984
2473,Johnny Dangerously,Comedy,JohnnyDangerously.jpg,6.6,1984
2474,Meatballs Part II,Comedy,MeatballsPartII.jpg,3.8,1984
2475,Missing in Action,War,MissinginAction.jpg,5.5,1984
2476,Moscow on the Hudson,Comedy,MoscowontheHudson.jpg,6.5,1984
2477,Mutiny on the Bounty,Adventure Drama,MutinyontheBounty.jpg,7,1984
2478,Night of the Comet,Comedy Horror,NightoftheComet.jpg,6.4,1984
2479,Once Upon a Time in America,Crime Drama,OnceUponaTimeinAmerica.jpg,8.4,1984
2480,Police Academy,Comedy Crime,PoliceAcademy.jpg,6.7,1984
2481,Purple Rain,Drama Musical,PurpleRain.jpg,6.6,1984
2482,Red Dawn,War,RedDawn.jpg,6.4,1984
2483,Repo Man,Comedy Sci-Fi,RepoMan.jpg,6.9,1984
2484,Revenge of the Nerds,Comedy,RevengeoftheNerds.jpg,6.6,1984
2485,Romancing the Stone,Action Comedy,RomancingtheStone.jpg,6.9,1984
2486,Splash,Comedy Fantasy Romance,Splash.jpg,5.7,1984
2487,Star Trek III The Search for Spock,Sci-Fi,StarTrekIIITheSearchforSpock.jpg,6.2,1984
2488,The Karate Kid,Action Drama Family Sport,TheKarateKid.jpg,6.9,1984
2489,The NeverEnding Story,Adventure Drama Family Fantasy,TheNeverEndingStory.jpg,7.1,1984
2490,The Terminator,Action Sci-Fi,TheTerminator.jpg,8,1984
2491,The Toxic Avenger,Action Comedy Horror,TheToxicAvenger.jpg,5.7,1984
2492,A Christmas Story,Children Comedy,ChristmasStoryA.jpg,7.9,1983
2493,Bill Cosby Himself,Comedy Documentary,BillCosbyHimself.jpg,8.2,1983
2494,Christine,Horror,Christine.jpg,6.7,1983
2495,Flashdance,Drama Romance,Flashdance.jpg,6.2,1983
2496,Jaws 3-D,Action Horror,Jaws3-D.jpg,3.7,1983
2497,Krull,Action Adventure Fantasy Sci-Fi,Krull.jpg,6.1,1983
2498,Local Hero,Comedy,LocalHero.jpg,7.3,1983
2499,Monty Python's The Meaning of Life,Comedy,MontyPython'sTheMeaningofLife.jpg,7.5,1983
2500,Mr. Mom,Comedy,Mr.Mom.jpg,6.5,1983
2501,National Lampoon's Vacation,Comedy,NationalLampoon'sVacation.jpg,7.4,1983
2502,Never Cry Wolf,Adventure Drama,NeverCryWolf.jpg,7.5,1983
2503,Never Say Never Again,Action Thriller,NeverSayNeverAgain.jpg,6.2,1983
2504,Octopussy,Action Thriller,Octopussy.jpg,6.6,1983
2505,Risky Business,Comedy,RiskyBusiness.jpg,6.8,1983
2506,Scarface,Crime,Scarface.jpg,8.2,1983
2507,Star Wars Episode VI - Return of the Jedi,Action Sci-Fi,StarWarsEpisodeVI-ReturnoftheJedi.jpg,8.2,1983
2508,Superman III,Action,SupermanIII.jpg,4.4,1983
2509,The Dead Zone,Drama Fantasy Mystery Sci-Fi,TheDeadZone.jpg,7.3,1983
2510,The Right Stuff,Adventure Drama History,TheRightStuff.jpg,7.8,1983
2511,Videodrome,Horror,Videodrome.jpg,7.1,1983
2512,WarGames,Sci-Fi,WarGames.jpg,6.9,1983
2513,48 Hrs.,Comedy Crime,48Hrs..jpg,6.9,1982
2514,Airplane II The Sequel,Comedy,AirplaneIITheSequel.jpg,6.2,1982
2515,An Officer and a Gentleman,Drama Romance,OfficerandaGentlemanAn.jpg,7,1982
2516,Blade Runner,Action Sci-Fi,BladeRunner.jpg,8.1,1982
2517,Cat People,Drama Fantasy Horror,CatPeople.jpg,6.2,1982
2518,Conan the Barbarian,Action Adventure Fantasy,ConantheBarbarian.jpg,6.9,1982
2519,Dead Men Don't Wear Plaid,Comedy Crime,DeadMenDon'tWearPlaid.jpg,6.9,1982
2520,Death Wish,Action Drama,DeathWish2.jpg,6.1,1982
2521,Diner,Comedy,Diner.jpg,7.1,1982
2522,E.T. the Extra-Terrestrial,Children Drama Sci-Fi,E.T.theExtra-Terrestrial.jpg,7.8,1982
